age,education-num,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
51,13.0,35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States
21,10.0,40, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States
36,13.0,50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
26,13.0,35, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
24,13.0,40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
21,10.0,20, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female, United-States
32,11.0,40, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
49,13.0,45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, United-States
23,,40, Private, Some-college, Never-married,, Own-child, White, Female, United-States
47,9.0,32, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
44,9.0,40, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, United-States
59,12.0,40, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Female, United-States
33,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States
24,9.0,55, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female, United-States
34,9.0,40, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male, United-States
38,10.0,12, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
21,9.0,36, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
61,13.0,45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
37,9.0,49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
17,7.0,12, Private, 11th, Never-married, Priv-house-serv, Own-child, White, Female, United-States
32,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States
51,9.0,38, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
46,14.0,35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
35,9.0,80, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, Puerto-Rico
46,10.0,35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, Trinadad&Tobago
47,10.0,45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
34,8.0,40, State-gov, 12th, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States
32,13.0,32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
43,11.0,99, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
56,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
56,13.0,60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
67,6.0,20, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States
47,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
22,10.0,30, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
36,14.0,40, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male, United-States
28,4.0,40, Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Male, Mexico
35,6.0,50, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
39,10.0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
51,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
42,10.0,44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
39,14.0,40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male, Poland
63,13.0,56,, Bachelors, Widowed,, Not-in-family, Amer-Indian-Eskimo, Female, United-States
36,9.0,50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
44,9.0,38, Private, HS-grad, Married-civ-spouse,, Wife, White, Female, United-States
35,13.0,40, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
42,14.0,50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
27,,43, Private, HS-grad, Separated,, Not-in-family, White, Male, United-States
22,12.0,6, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, United-States
24,9.0,30, Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
22,10.0,40, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
28,9.0,40, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
23,13.0,40, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
28,12.0,40, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
39,13.0,40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
61,12.0,40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States
35,10.0,40, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, United-States
27,9.0,40, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female, United-States
40,15.0,40, Local-gov, Prof-school, Separated, Prof-specialty, Own-child, Black, Female, United-States
41,13.0,50, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
46,7.0,27, Private, 11th, Widowed, Other-service, Not-in-family, White, Female, El-Salvador
41,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
47,9.0,20, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
32,13.0,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,
28,13.0,40, Private, Bachelors, Never-married, Sales, Own-child, White, Female, United-States
65,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
21,12.0,35, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male, United-States
45,9.0,40, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male, United-States
38,13.0,40, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
46,6.0,45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
61,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
35,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
43,13.0,48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
48,9.0,37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States
56,9.0,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
45,10.0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
41,10.0,24, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States
47,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
24,9.0,30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
30,10.0,40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Poland
31,10.0,45, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States
59,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
42,13.0,50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
39,13.0,60, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
54,10.0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
46,9.0,44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
26,10.0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States
48,10.0,30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
37,9.0,40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States
27,10.0,40, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female, United-States
34,10.0,45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
26,9.0,40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States
39,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, United-States
31,6.0,40, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
42,9.0,40, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female, United-States
30,9.0,40, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States
41,10.0,25, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States
67,14.0,40,, Masters, Married-civ-spouse,, Husband, Black, Male, United-States
19,9.0,30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States
26,13.0,40, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, United-States
39,14.0,45, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
24,9.0,60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
35,13.0,30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
36,14.0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
55,9.0,40, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
50,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female, United-States
25,10.0,42, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States
36,9.0,4,, HS-grad, Widowed,, Not-in-family, White, Female, United-States
18,7.0,20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male, United-States
66,9.0,40, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
43,9.0,48, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female, United-States
20,10.0,30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States
67,9.0,15,, HS-grad, Widowed,, Not-in-family, White, Female, United-States
60,13.0,45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
21,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female, United-States
34,9.0,40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
23,9.0,80, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
27,10.0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female, Jamaica
36,12.0,44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
55,6.0,60, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Male, United-States
35,9.0,48, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States
23,9.0,33, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female, United-States
58,10.0,50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
42,9.0,30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States
33,6.0,40, Local-gov, 10th, Divorced, Transport-moving, Not-in-family, White, Male, United-States
31,9.0,40, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, United-States
45,11.0,40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
39,10.0,45, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
30,3.0,40,, 5th-6th, Married-civ-spouse,, Husband, White, Male, Mexico
32,9.0,45, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
26,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
45,12.0,40, Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White, Male, United-States
64,9.0,15, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
20,10.0,40, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female, United-States
62,6.0,30,, 10th, Widowed,, Not-in-family, White, Female, United-States
49,14.0,50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
35,10.0,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
36,9.0,48, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
41,9.0,20, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female, United-States
32,13.0,50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male, United-States
40,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
47,10.0,40, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female, United-States
34,14.0,40, Self-emp-inc, Masters, Separated, Prof-specialty, Not-in-family, White, Female, United-States
37,13.0,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
35,10.0,40, Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Male, United-States
59,9.0,19, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States
22,10.0,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States
27,7.0,40, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male, United-States
32,9.0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
54,9.0,20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States
61,9.0,35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
50,13.0,55, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
26,9.0,35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States
17,6.0,4,, 10th, Never-married,, Own-child, White, Female, United-States
55,4.0,75, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
51,13.0,55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
54,9.0,20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
49,11.0,60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
49,15.0,40, State-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
24,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
27,10.0,50, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States
45,13.0,55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
42,9.0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
23,9.0,37, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, Mexico
37,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Iran
42,9.0,40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
19,7.0,35, Private, 11th, Never-married, Sales, Own-child, Black, Female, United-States
38,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States
49,10.0,56, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States
23,10.0,40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
34,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
37,13.0,45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
43,10.0,99, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
44,16.0,55, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
50,13.0,40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,
21,9.0,35, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
28,13.0,40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
72,7.0,40, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female, United-States
56,10.0,40, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, United-States
18,7.0,15, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
34,12.0,10, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female, United-States
50,15.0,40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
43,9.0,35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
48,14.0,50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
46,10.0,70, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States
34,10.0,35, Private, Some-college, Never-married, Sales, Own-child, Black, Female, United-States
27,13.0,60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
26,9.0,30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
85,9.0,35, Private, HS-grad, Widowed, Sales, Unmarried, White, Male, United-States
59,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
48,10.0,45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
31,10.0,50, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
53,11.0,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
53,13.0,60, Self-emp-not-inc, Bachelors, Never-married, Sales, Unmarried, White, Male, United-States
58,14.0,40, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
30,5.0,40, Federal-gov, 9th, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
36,13.0,55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
38,13.0,15, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
19,9.0,30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
35,14.0,75, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
57,16.0,35, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
21,9.0,25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
26,9.0,40, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, United-States
53,9.0,40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
23,5.0,30, Private, 9th, Never-married, Other-service, Unmarried, Black, Female, United-States
63,9.0,20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
41,13.0,40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
21,10.0,40, Private, Some-college, Never-married, Sales, Other-relative, White, Female, United-States
38,15.0,40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
54,9.0,50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
32,10.0,60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
39,9.0,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
20,9.0,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
43,8.0,40, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
21,10.0,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
53,13.0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
57,11.0,40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
23,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
44,14.0,60, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
28,9.0,42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
24,12.0,40, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
50,12.0,5, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States
34,9.0,32, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, United-States
35,9.0,40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States
26,13.0,45, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male, United-States
46,9.0,40, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
23,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
20,9.0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States
49,9.0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
35,10.0,40, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States
50,13.0,40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, Canada
31,13.0,50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
47,14.0,45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
19,9.0,20,, HS-grad, Never-married,, Other-relative, Black, Male, United-States
45,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States
66,4.0,40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
30,10.0,8, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
23,12.0,16,, Assoc-acdm, Never-married,, Own-child, Asian-Pac-Islander, Male, Philippines
50,4.0,40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, Ecuador
31,12.0,40, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, United-States
61,10.0,40, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female, United-States
52,9.0,60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
62,10.0,60, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
20,10.0,20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
47,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
25,10.0,30, Private, Some-college, Never-married, Other-service, Own-child, White, Male, Canada
22,8.0,30,, 12th, Never-married,, Not-in-family, White, Male, United-States
25,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States
33,10.0,40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
17,7.0,20,, 11th, Never-married,, Own-child, Black, Female, United-States
40,11.0,40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
57,9.0,72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
20,7.0,40, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
56,9.0,50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
37,15.0,36, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male, United-States
30,7.0,50, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
53,13.0,50, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male, Italy
27,9.0,40, State-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male, United-States
46,10.0,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
31,9.0,40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
24,10.0,17, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
52,12.0,40, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male, United-States
30,11.0,40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
29,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
46,10.0,58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
63,13.0,40,, Bachelors, Widowed,, Not-in-family, White, Female, United-States
39,9.0,60, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
21,10.0,15, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
51,14.0,50, Federal-gov, Masters, Widowed, Sales, Unmarried, White, Male, El-Salvador
60,13.0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
52,10.0,35, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male, United-States
32,13.0,60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
25,6.0,40, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States
36,14.0,50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
38,10.0,44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States
46,3.0,50, Private, 5th-6th, Separated, Handlers-cleaners, Not-in-family, White, Male, Mexico
32,7.0,15, Private, 11th, Divorced, Other-service, Unmarried, White, Female, United-States
44,6.0,30, Private, 10th, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, United-States
49,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
47,3.0,40, Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male, Mexico
28,9.0,30, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Other, Male, United-States
44,10.0,40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States
41,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
17,6.0,4, Self-emp-inc, 10th, Never-married, Other-service, Own-child, White, Male, United-States
42,9.0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
57,8.0,40, State-gov, 12th, Divorced, Other-service, Unmarried, White, Female, United-States
32,10.0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
31,13.0,40, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Male, United-States
52,10.0,55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Canada
33,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
45,16.0,56, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
53,9.0,60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
19,9.0,40,, HS-grad, Never-married,, Own-child, White, Male, Portugal
27,13.0,40, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
39,10.0,45, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
18,10.0,40,, Some-college, Never-married,, Own-child, White, Male, United-States
49,14.0,45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
31,13.0,60, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States
